"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.680690509E1,5.231349945E0,4.903064728E0,4.623090363E1
5.681690509E1,4.308479786E0,5.031829834E0,4.589693451E1
5.682690509E1,5.690093040E0,6.683609009E0,4.653122711E1
5.683690509E1,5.541585922E0,3.281600952E0,4.594787598E1
5.684690509E1,6.307616234E0,4.348297119E0,4.750222015E1
5.685690509E1,7.078151703E0,3.618293762E0,4.722030640E1
5.686690509E1,6.467723846E0,2.385673523E0,4.427887726E1
5.687690509E1,8.774477005E0,1.996997833E0,4.557886505E1
5.688690509E1,7.544447899E0,1.245910645E0,4.586650085E1
5.689690509E1,8.314434052E0,6.679420471E-1,4.589234161E1
5.690690509E1,8.775539398E0,9.697647095E-1,4.590032196E1
5.691690509E1,8.008235931E0,2.094650269E-1,4.511621857E1
5.692690509E1,7.546470642E0,6.400527954E-1,4.479021454E1
5.693690509E1,9.239034653E0,-3.522338867E-1,4.577239227E1
5.694690509E1,1.031452274E1,-4.624481201E-1,4.719329834E1
5.695690509E1,9.855485916E0,2.212638855E-1,4.407867432E1
5.696690509E1,8.316448212E0,-8.061523438E-1,4.590946198E1
5.697690509E1,1.047113323E1,-1.365409851E0,4.581477356E1
5.698690509E1,1.062944508E1,-3.014694214E0,4.382587433E1
5.699690509E1,1.324235153E1,-1.786476135E0,4.449569702E1
5.700690509E1,1.139705944E1,-2.982177734E0,4.523746490E1
5.701690509E1,1.093494797E1,-2.546958923E0,4.522093201E1
5.702690509E1,1.216645050E1,-2.249671936E0,4.416477203E1
5.703690509E1,1.232004929E1,-2.823066711E0,4.510382080E1
5.704690509E1,1.170761585E1,-4.463180542E0,4.448851776E1
5.705690509E1,1.170761585E1,-4.463180542E0,4.448851776E1
5.706690509E1,1.140083218E1,-5.492767334E0,4.495709991E1
5.707690509E1,1.140083218E1,-5.492767334E0,4.495709991E1
5.708690509E1,1.386197186E1,-6.031143188E0,4.595314026E1
5.709690509E1,1.232575321E1,-6.372467041E0,4.437123871E1
5.710690509E1,1.171258736E1,-8.726455688E0,4.531183624E1
5.711690509E1,1.032767010E1,-7.584411621E0,4.418080902E1
5.712690509E1,9.866554260E0,-8.754470825E0,4.526624298E1
5.713690509E1,1.079034996E1,-9.185012817E0,4.513944244E1
5.714690509E1,9.715978622E0,-1.039220428E1,4.435287476E1
