"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.929341262E0,-5.118957162E-1,3.023925126E-1,-3.790482283E-1
1.934382460E0,-6.098999381E-1,3.684388399E-1,-5.383051038E-1
1.939423710E0,-7.286768556E-1,3.987988532E-1,-6.885072589E-1
1.944567721E0,-8.383989334E-1,3.956030905E-1,-8.046209812E-1
1.949608971E0,-9.348053336E-1,3.567209542E-1,-9.063536525E-1
1.954650169E0,-1.058375955E0,2.800219655E-1,-1.012347341E0
1.959691419E0,-1.209110618E0,1.468640566E-1,-1.131656885E0
1.964732616E0,-1.410978079E0,-2.411074005E-2,-1.260553837E0
1.969773866E0,-1.662380338E0,-1.087991968E-1,-1.371341228E0
1.974918554E0,-1.944142580E0,-5.393812060E-2,-1.448572755E0
1.979959804E0,-2.219513178E0,5.791454762E-2,-1.506629586E0
1.985001002E0,-2.471447945E0,1.846809089E-1,-1.566284418E0
1.990042252E0,-2.689294577E0,2.459335476E-1,-1.636059165E0
1.995083450E0,-2.853344917E0,1.420703679E-1,-1.726073980E0
2.000124700E0,-2.951349258E0,-1.450181454E-1,-1.836328745E0
2.005263241E0,-2.975850344E0,-5.514162183E-1,-1.951377153E0
2.010304491E0,-2.930043936E0,-9.887068272E-1,-2.057903528E0
